"date","geography","geography code","Rural Urban","Bedrooms: All categories: Number of bedrooms; measures: Value","Bedrooms: No bedrooms; measures: Value","Bedrooms: 1 bedroom; measures: Value","Bedrooms: 2 bedrooms; measures: Value","Bedrooms: 3 bedrooms; measures: Value","Bedrooms: 4 bedrooms; measures: Value","Bedrooms: 5 or more bedrooms; measures: Value"
"2011","E00020597","E00020597","Total",179,0,54,47,17,36,25
"2011","E00020619","E00020619","Total",105,0,19,70,11,3,2
"2011","E00020623","E00020623","Total",108,0,15,35,51,5,2
"2011","E00020624","E00020624","Total",143,0,38,52,39,9,5
"2011","E00020627","E00020627","Total",90,0,2,41,31,11,5
"2011","E00020628","E00020628","Total",123,0,23,53,27,15,5
"2011","E00020598","E00020598","Total",153,0,15,65,46,23,4
"2011","E00020600","E00020600","Total",130,1,1,5,11,87,25
"2011","E00020602","E00020602","Total",111,0,5,46,21,35,4
"2011","E00020605","E00020605","Total",106,0,50,43,9,2,2
"2011","E00020630","E00020630","Total",135,0,3,19,19,51,43
"2011","E00020703","E00020703","Total",122,0,1,7,22,47,45
"2011","E00020704","E00020704","Total",119,0,1,5,27,40,46
"2011","E00020705","E00020705","Total",113,0,2,13,38,40,20
"2011","E00020706","E00020706","Total",117,0,1,7,15,43,51
"2011","E00020707","E00020707","Total",124,0,0,6,18,30,70
"2011","E00020697","E00020697","Total",139,1,6,4,18,47,63
"2011","E00020698","E00020698","Total",110,0,0,3,35,40,32
"2011","E00020700","E00020700","Total",125,1,0,6,10,47,61
"2011","E00020702","E00020702","Total",127,0,6,7,20,42,52
"2011","E00165852","E00165852","Total",118,0,1,4,30,47,36
"2011","E00021875","E00021875","Total",110,0,2,42,64,1,1
"2011","E00021898","E00021898","Total",140,0,0,15,107,13,5
"2011","E00021900","E00021900","Total",142,0,13,35,81,9,4
"2011","E00021902","E00021902","Total",155,0,1,13,95,37,9
"2011","E00021878","E00021878","Total",120,0,9,31,71,8,1
"2011","E00021885","E00021885","Total",118,4,23,18,60,7,6
"2011","E00021887","E00021887","Total",184,16,163,2,2,1,0
"2011","E00021904","E00021904","Total",143,0,69,68,5,1,0
"2011","E00021905","E00021905","Total",161,0,12,54,70,15,10
"2011","E00021906","E00021906","Total",88,0,42,38,7,1,0
"2011","E00021907","E00021907","Total",101,0,49,24,16,11,1
"2011","E00021876","E00021876","Total",116,0,1,20,75,16,4
"2011","E00021882","E00021882","Total",139,0,5,25,75,31,3
"2011","E00021883","E00021883","Total",135,0,3,43,36,46,7
"2011","E00021901","E00021901","Total",121,0,1,37,65,16,2
"2011","E00021903","E00021903","Total",134,0,1,62,57,13,1
"2011","E00021909","E00021909","Total",133,0,5,36,74,17,1
"2011","E00021917","E00021917","Total",110,0,6,4,91,5,4
"2011","E00021920","E00021920","Total",119,0,3,14,68,31,3
"2011","E00021925","E00021925","Total",112,0,6,24,62,19,1
"2011","E00021930","E00021930","Total",116,0,1,21,79,12,3
"2011","E00021911","E00021911","Total",177,3,6,47,54,59,8
"2011","E00021914","E00021914","Total",139,0,5,33,63,33,5
"2011","E00021939","E00021939","Total",125,0,6,31,41,39,8
"2011","E00021940","E00021940","Total",133,0,2,57,57,10,7
"2011","E00021884","E00021884","Total",131,0,14,58,22,21,16
"2011","E00021886","E00021886","Total",146,0,8,18,47,54,19
"2011","E00021890","E00021890","Total",144,0,9,8,47,65,15
"2011","E00021899","E00021899","Total",122,0,22,76,15,4,5
"2011","E00171497","E00171497","Total",184,1,44,71,22,27,19
"2011","E00171498","E00171498","Total",86,0,4,21,16,27,18
"2011","E00021879","E00021879","Total",120,0,17,22,19,48,14
"2011","E00021881","E00021881","Total",139,0,7,61,41,16,14
"2011","E00021888","E00021888","Total",111,0,22,49,16,14,10
"2011","E00021892","E00021892","Total",90,0,3,45,22,13,7
"2011","E00021895","E00021895","Total",102,0,2,1,64,26,9
"2011","E00021896","E00021896","Total",91,0,1,1,35,40,14
"2011","E00021897","E00021897","Total",145,0,30,59,47,8,1
"2011","E00021880","E00021880","Total",168,1,5,22,104,31,5
"2011","E00021889","E00021889","Total",161,1,18,57,65,15,5
"2011","E00021891","E00021891","Total",147,0,27,23,53,34,10
"2011","E00021893","E00021893","Total",162,0,21,47,78,9,7
"2011","E00021894","E00021894","Total",111,0,30,20,35,25,1
"2011","E00021908","E00021908","Total",149,1,18,29,21,65,15
"2011","E00021912","E00021912","Total",134,0,91,34,5,3,1
"2011","E00021913","E00021913","Total",145,0,22,88,11,19,5
"2011","E00021918","E00021918","Total",124,2,50,40,11,14,7
"2011","E00021921","E00021921","Total",116,0,9,31,19,45,12
"2011","E00021923","E00021923","Total",120,0,20,45,40,11,4
"2011","E00021915","E00021915","Total",133,0,5,28,64,29,7
"2011","E00021916","E00021916","Total",118,0,17,5,67,27,2
"2011","E00021919","E00021919","Total",125,2,6,32,56,20,9
"2011","E00021922","E00021922","Total",119,0,2,8,60,43,6
"2011","E00021927","E00021927","Total",115,0,2,3,65,40,5
"2011","E00022053","E00022053","Total",170,0,16,85,58,9,2
"2011","E00022063","E00022063","Total",128,0,3,24,83,16,2
"2011","E00022065","E00022065","Total",131,0,4,70,52,2,3
"2011","E00022068","E00022068","Total",136,2,14,63,46,11,0
"2011","E00022069","E00022069","Total",130,0,33,50,43,4,0
"2011","E00022045","E00022045","Total",129,3,28,39,48,11,0
"2011","E00022046","E00022046","Total",152,0,10,23,57,49,13
"2011","E00022055","E00022055","Total",125,0,40,65,18,1,1
"2011","E00022057","E00022057","Total",111,0,35,59,13,4,0
"2011","E00022073","E00022073","Total",133,3,79,9,15,26,1
"2011","E00022054","E00022054","Total",128,0,0,39,65,23,1
"2011","E00022070","E00022070","Total",136,0,0,7,100,24,5
"2011","E00022071","E00022071","Total",129,0,1,8,70,34,16
"2011","E00022072","E00022072","Total",141,0,8,11,64,48,10
"2011","E00022074","E00022074","Total",108,0,1,12,66,23,6
"2011","E00022049","E00022049","Total",140,2,0,56,77,4,1
"2011","E00022050","E00022050","Total",126,0,32,42,47,2,3
"2011","E00022051","E00022051","Total",129,0,5,54,64,1,5
"2011","E00022060","E00022060","Total",130,0,52,30,41,5,2
"2011","E00022061","E00022061","Total",181,0,26,85,53,15,2
"2011","E00022052","E00022052","Total",137,0,32,55,41,8,1
"2011","E00022062","E00022062","Total",151,0,39,49,54,8,1
"2011","E00022064","E00022064","Total",112,0,2,57,48,5,0
"2011","E00022066","E00022066","Total",131,0,1,60,70,0,0
"2011","E00022067","E00022067","Total",121,0,11,29,62,13,6
"2011","E00021910","E00021910","Total",161,0,52,50,34,21,4
"2011","E00021926","E00021926","Total",113,0,17,49,30,9,8
"2011","E00021929","E00021929","Total",130,0,0,28,59,35,8
"2011","E00021932","E00021932","Total",125,0,4,104,12,3,2
"2011","E00021935","E00021935","Total",144,0,20,66,41,15,2
"2011","E00021928","E00021928","Total",120,0,8,20,48,34,10
"2011","E00021931","E00021931","Total",133,1,1,6,71,34,20
"2011","E00021933","E00021933","Total",121,0,1,7,50,41,22
"2011","E00021938","E00021938","Total",118,1,3,23,60,27,4
"2011","E00022196","E00022196","Total",124,0,28,91,5,0,0
"2011","E00022198","E00022198","Total",131,0,45,12,62,9,3
"2011","E00022201","E00022201","Total",128,1,35,53,35,3,1
"2011","E00022205","E00022205","Total",159,1,42,37,50,21,8
"2011","E00022225","E00022225","Total",143,0,16,75,45,4,3
"2011","E00022200","E00022200","Total",114,0,3,41,56,9,5
"2011","E00022202","E00022202","Total",115,0,19,21,61,13,1
"2011","E00022207","E00022207","Total",137,0,1,4,81,45,6
"2011","E00022223","E00022223","Total",122,0,37,51,28,6,0
"2011","E00022224","E00022224","Total",95,0,0,7,70,13,5
"2011","E00022193","E00022193","Total",119,0,22,34,55,7,1
"2011","E00022204","E00022204","Total",133,0,0,21,88,22,2
"2011","E00022208","E00022208","Total",132,0,2,4,81,39,6
"2011","E00022212","E00022212","Total",134,0,17,35,70,8,4
"2011","E00022215","E00022215","Total",114,1,0,22,61,23,7
"2011","E00021924","E00021924","Total",115,0,0,8,78,28,1
"2011","E00021934","E00021934","Total",132,0,3,13,89,23,4
"2011","E00021936","E00021936","Total",104,1,1,5,72,23,2
"2011","E00021937","E00021937","Total",141,0,1,17,90,27,6
"2011","E00022197","E00022197","Total",136,0,11,21,80,17,7
"2011","E00022203","E00022203","Total",105,0,5,17,67,13,3
"2011","E00022206","E00022206","Total",109,0,3,6,71,22,7
"2011","E00022226","E00022226","Total",129,0,9,31,71,17,1
"2011","E00022227","E00022227","Total",136,0,2,28,83,16,7
"2011","E00022199","E00022199","Total",188,0,71,53,60,3,1
"2011","E00022209","E00022209","Total",113,2,2,3,73,25,8
"2011","E00022210","E00022210","Total",117,0,57,34,23,2,1
"2011","E00022211","E00022211","Total",127,0,2,3,86,31,5
"2011","E00022213","E00022213","Total",105,0,0,4,60,31,10
"2011","E00022378","E00022378","Total",123,0,3,5,81,27,7
"2011","E00022379","E00022379","Total",137,0,3,7,101,23,3
"2011","E00022407","E00022407","Total",113,0,22,51,36,4,0
"2011","E00022408","E00022408","Total",133,0,2,8,96,21,6
"2011","E00022409","E00022409","Total",135,0,6,15,82,28,4
"2011","E00022381","E00022381","Total",145,1,22,32,65,24,1
"2011","E00022382","E00022382","Total",137,3,58,47,26,2,1
"2011","E00022383","E00022383","Total",120,1,24,28,54,10,3
"2011","E00022387","E00022387","Total",143,0,8,87,42,4,2
"2011","E00022391","E00022391","Total",147,0,3,23,100,14,7
"2011","E00022380","E00022380","Total",128,0,0,5,93,30,0
"2011","E00022384","E00022384","Total",111,0,2,31,60,17,1
"2011","E00022385","E00022385","Total",112,2,4,34,57,15,0
"2011","E00022386","E00022386","Total",126,0,2,10,83,29,2
"2011","E00022388","E00022388","Total",128,0,0,5,106,16,1
"2011","E00022389","E00022389","Total",114,0,4,21,75,11,3
"2011","E00022390","E00022390","Total",127,1,53,69,4,0,0
"2011","E00022392","E00022392","Total",131,1,23,28,64,12,3
"2011","E00022394","E00022394","Total",135,0,23,16,81,13,2
"2011","E00022399","E00022399","Total",151,0,21,50,65,14,1
"2011","E00022376","E00022376","Total",130,0,14,16,91,7,2
"2011","E00022393","E00022393","Total",134,1,38,26,60,7,2
"2011","E00022396","E00022396","Total",135,0,15,46,59,13,2
"2011","E00022397","E00022397","Total",133,3,3,15,96,12,4
"2011","E00022401","E00022401","Total",108,0,5,32,54,14,3
"2011","E00022398","E00022398","Total",115,0,11,23,72,6,3
"2011","E00022400","E00022400","Total",139,0,10,34,78,13,4
"2011","E00022403","E00022403","Total",126,0,7,21,80,14,4
"2011","E00022405","E00022405","Total",53,0,14,7,25,6,1
"2011","E00022406","E00022406","Total",111,1,8,33,61,8,0
"2011","E00022377","E00022377","Total",145,0,19,15,95,13,3
"2011","E00022395","E00022395","Total",120,1,8,33,58,12,8
"2011","E00022402","E00022402","Total",129,0,15,28,75,8,3
"2011","E00022404","E00022404","Total",145,0,37,10,78,18,2
"2011","E00022015","E00022015","Total",121,0,1,9,72,32,7
"2011","E00022019","E00022019","Total",138,0,10,19,93,10,6
"2011","E00022036","E00022036","Total",123,0,2,11,84,19,7
"2011","E00022038","E00022038","Total",141,0,8,14,99,18,2
"2011","E00022016","E00022016","Total",115,0,47,25,38,3,2
"2011","E00022020","E00022020","Total",103,0,0,5,27,52,19
"2011","E00022023","E00022023","Total",136,0,12,97,16,11,0
"2011","E00022039","E00022039","Total",128,0,8,31,61,24,4
"2011","E00022040","E00022040","Total",125,0,1,26,66,27,5
"2011","E00022017","E00022017","Total",125,0,13,16,69,24,3
"2011","E00022024","E00022024","Total",135,0,14,19,58,39,5
"2011","E00022025","E00022025","Total",136,0,26,6,69,32,3
"2011","E00022028","E00022028","Total",140,0,17,7,92,17,7
"2011","E00022037","E00022037","Total",138,0,31,42,54,8,3
"2011","E00022012","E00022012","Total",137,1,8,13,97,14,4
"2011","E00022026","E00022026","Total",144,0,1,3,81,43,16
"2011","E00022027","E00022027","Total",162,0,14,27,96,22,3
"2011","E00022030","E00022030","Total",132,0,1,14,83,28,6
"2011","E00022043","E00022043","Total",128,0,0,6,88,29,5
"2011","E00022044","E00022044","Total",132,0,6,25,45,45,11
"2011","E00022075","E00022075","Total",146,0,1,29,87,27,2
"2011","E00022076","E00022076","Total",119,0,2,4,73,36,4
"2011","E00022047","E00022047","Total",131,0,44,56,18,10,3
"2011","E00022048","E00022048","Total",128,0,17,59,25,18,9
"2011","E00022056","E00022056","Total",124,0,30,30,31,28,5
"2011","E00022058","E00022058","Total",141,2,40,38,28,25,8
"2011","E00022059","E00022059","Total",125,2,16,40,34,24,9
"2011","E00021840","E00021840","Total",144,1,21,25,74,20,3
"2011","E00021842","E00021842","Total",146,0,8,15,99,23,1
"2011","E00021851","E00021851","Total",116,0,4,23,71,15,3
"2011","E00021854","E00021854","Total",134,0,7,8,92,27,0
"2011","E00021855","E00021855","Total",107,1,3,13,69,19,2
"2011","E00021841","E00021841","Total",128,0,27,30,60,8,3
"2011","E00021852","E00021852","Total",149,0,16,43,78,11,1
"2011","E00021853","E00021853","Total",142,1,15,66,53,6,1
"2011","E00021857","E00021857","Total",112,0,29,76,6,1,0
"2011","E00021859","E00021859","Total",136,3,32,46,46,4,5
"2011","E00022018","E00022018","Total",134,1,23,32,70,8,0
"2011","E00022021","E00022021","Total",126,0,15,33,72,4,2
"2011","E00022041","E00022041","Total",124,0,41,4,78,1,0
"2011","E00022042","E00022042","Total",117,1,34,52,28,2,0
"2011","E00022194","E00022194","Total",126,0,5,9,94,14,4
"2011","E00022214","E00022214","Total",95,0,12,50,30,3,0
"2011","E00022216","E00022216","Total",122,0,1,18,94,6,3
"2011","E00022218","E00022218","Total",164,0,27,97,28,10,2
"2011","E00022219","E00022219","Total",142,1,15,26,58,26,16
"2011","E00022195","E00022195","Total",149,0,3,25,90,26,5
"2011","E00022217","E00022217","Total",140,0,75,63,2,0,0
"2011","E00022220","E00022220","Total",117,0,29,24,58,6,0
"2011","E00022221","E00022221","Total",119,0,7,9,86,13,4
"2011","E00022222","E00022222","Total",112,0,2,4,86,13,7
"2011","E00022119","E00022119","Total",139,0,12,13,101,10,3
"2011","E00022133","E00022133","Total",117,0,2,50,44,19,2
"2011","E00022134","E00022134","Total",113,0,11,32,60,10,0
"2011","E00022137","E00022137","Total",185,0,59,57,61,6,2
"2011","E00022139","E00022139","Total",125,0,3,13,89,17,3
"2011","E00022127","E00022127","Total",133,1,11,47,56,17,1
"2011","E00022130","E00022130","Total",108,0,6,49,38,11,4
"2011","E00022131","E00022131","Total",120,0,17,65,33,2,3
"2011","E00022132","E00022132","Total",106,0,4,11,83,8,0
"2011","E00022135","E00022135","Total",127,1,21,46,56,2,1
"2011","E00022122","E00022122","Total",123,0,8,42,63,9,1
"2011","E00022128","E00022128","Total",129,0,5,41,70,9,4
"2011","E00022138","E00022138","Total",137,1,4,55,69,5,3
"2011","E00022140","E00022140","Total",125,1,8,55,58,3,0
"2011","E00022142","E00022142","Total",127,1,45,27,48,5,1
"2011","E00022123","E00022123","Total",139,0,14,73,41,10,1
"2011","E00022141","E00022141","Total",140,0,30,38,62,5,5
"2011","E00022145","E00022145","Total",119,0,10,6,95,5,3
"2011","E00022148","E00022148","Total",125,0,12,61,46,6,0
"2011","E00022149","E00022149","Total",140,0,9,59,58,12,2
"2011","E00022118","E00022118","Total",126,1,1,27,85,9,3
"2011","E00022120","E00022120","Total",122,0,26,19,69,5,3
"2011","E00022129","E00022129","Total",127,4,10,19,84,10,0
"2011","E00022136","E00022136","Total",108,1,7,9,86,3,2
"2011","E00022143","E00022143","Total",119,0,1,24,84,9,1
"2011","E00021843","E00021843","Total",129,1,7,59,45,13,4
"2011","E00021856","E00021856","Total",133,0,2,12,96,14,9
"2011","E00021863","E00021863","Total",140,0,11,17,93,16,3
"2011","E00021868","E00021868","Total",118,0,6,44,60,7,1
"2011","E00021871","E00021871","Total",104,0,8,42,39,11,4
"2011","E00021845","E00021845","Total",131,1,19,49,49,7,6
"2011","E00021846","E00021846","Total",110,0,15,34,42,14,5
"2011","E00021849","E00021849","Total",113,0,20,34,50,8,1
"2011","E00021867","E00021867","Total",116,0,21,42,38,11,4
"2011","E00021874","E00021874","Total",128,0,17,27,68,12,4
"2011","E00171500","E00171500","Total",125,2,18,78,24,3,0
"2011","E00171512","E00171512","Total",120,1,15,47,46,10,1
"2011","E00171514","E00171514","Total",130,4,62,60,2,2,0
"2011","E00022022","E00022022","Total",145,0,8,7,91,34,5
"2011","E00022029","E00022029","Total",156,0,0,11,72,59,14
"2011","E00022031","E00022031","Total",191,0,18,34,121,14,4
"2011","E00022032","E00022032","Total",134,0,1,15,97,15,6
"2011","E00022013","E00022013","Total",130,0,5,19,78,26,2
"2011","E00022014","E00022014","Total",134,0,24,31,48,21,10
"2011","E00022033","E00022033","Total",156,0,45,50,49,12,0
"2011","E00022034","E00022034","Total",131,0,33,19,48,25,6
"2011","E00022035","E00022035","Total",126,0,2,35,66,20,3
"2011","E00021844","E00021844","Total",172,0,30,70,64,6,2
"2011","E00021847","E00021847","Total",132,0,14,51,55,11,1
"2011","E00021848","E00021848","Total",155,0,38,23,78,12,4
"2011","E00021850","E00021850","Total",144,0,17,72,40,8,7
"2011","E00021873","E00021873","Total",186,0,16,53,105,11,1
"2011","E00021858","E00021858","Total",139,1,3,5,111,14,5
"2011","E00021860","E00021860","Total",145,1,0,24,107,9,4
"2011","E00021861","E00021861","Total",143,0,1,8,109,20,5
"2011","E00021862","E00021862","Total",130,0,1,12,105,11,1
"2011","E00021839","E00021839","Total",142,0,14,68,55,5,0
"2011","E00021864","E00021864","Total",131,1,10,105,15,0,0
"2011","E00021865","E00021865","Total",136,0,4,116,15,0,1
"2011","E00021866","E00021866","Total",119,0,2,97,19,1,0
"2011","E00021869","E00021869","Total",140,0,4,50,75,10,1
"2011","E00021870","E00021870","Total",141,0,4,33,94,9,1
"2011","E00022419","E00022419","Total",90,0,5,70,11,2,2
"2011","E00022423","E00022423","Total",139,1,27,48,55,7,1
"2011","E00022424","E00022424","Total",150,0,13,64,57,7,9
"2011","E00022430","E00022430","Total",169,0,30,55,70,10,4
"2011","E00022432","E00022432","Total",123,0,7,28,66,20,2
"2011","E00022413","E00022413","Total",121,1,32,38,40,8,2
"2011","E00022443","E00022443","Total",119,1,14,29,49,19,7
"2011","E00022444","E00022444","Total",140,0,25,46,35,26,8
"2011","E00022445","E00022445","Total",125,1,19,39,37,20,9
"2011","E00022446","E00022446","Total",134,0,46,52,21,8,7
"2011","E00022099","E00022099","Total",123,0,34,34,45,7,3
"2011","E00022100","E00022100","Total",128,0,9,49,51,12,7
"2011","E00022101","E00022101","Total",137,0,13,57,53,12,2
"2011","E00022102","E00022102","Total",124,0,13,46,61,3,1
"2011","E00022103","E00022103","Total",135,0,3,80,44,8,0
"2011","E00022427","E00022427","Total",122,0,10,96,15,1,0
"2011","E00022428","E00022428","Total",116,0,58,46,11,0,1
"2011","E00022429","E00022429","Total",128,0,13,69,38,7,1
"2011","E00022433","E00022433","Total",139,1,12,61,48,13,4
"2011","E00022436","E00022436","Total",121,0,27,21,53,17,3
"2011","E00022437","E00022437","Total",112,0,44,18,45,0,5
"2011","E00022412","E00022412","Total",147,0,26,35,68,12,6
"2011","E00022431","E00022431","Total",143,1,13,81,39,7,2
"2011","E00022434","E00022434","Total",125,0,1,90,31,3,0
"2011","E00022439","E00022439","Total",137,1,22,40,62,8,4
"2011","E00022441","E00022441","Total",129,0,15,78,32,4,0
"2011","E00022420","E00022420","Total",122,0,5,55,56,1,5
"2011","E00022421","E00022421","Total",159,1,36,42,75,2,3
"2011","E00022422","E00022422","Total",132,0,17,61,42,6,6
"2011","E00022426","E00022426","Total",122,1,8,25,77,10,1
"2011","E00022414","E00022414","Total",220,0,18,109,83,7,3
"2011","E00022415","E00022415","Total",143,0,7,124,11,0,1
"2011","E00022416","E00022416","Total",127,0,63,62,2,0,0
"2011","E00022417","E00022417","Total",136,0,60,68,5,2,1
"2011","E00022418","E00022418","Total",138,0,70,66,2,0,0
"2011","E00022425","E00022425","Total",142,0,11,98,30,3,0
"2011","E00022174","E00022174","Total",116,1,34,49,28,4,0
"2011","E00171516","E00171516","Total",218,0,79,131,6,2,0
"2011","E00171719","E00171719","Total",106,0,14,70,18,2,2
"2011","E00171722","E00171722","Total",53,4,15,21,8,3,2
"2011","E00022159","E00022159","Total",205,1,69,86,23,21,5
"2011","E00022160","E00022160","Total",140,0,36,81,21,2,0
"2011","E00022178","E00022178","Total",132,3,50,47,32,0,0
"2011","E00022182","E00022182","Total",126,1,40,44,22,15,4
"2011","E00022188","E00022188","Total",142,0,100,36,5,1,0
